■ 성남시 아동수당 지원 가능 가맹점 ,,,,,,
,,,(2018년 7월 기준),,,
소재지,가맹점번호,가맹점명,세부주소,,,
성남시수정구,0108778358,탐스피자,경기도 성남시 수정구 논골로 24,,,
성남시수정구,0108779026,새소리어린이집,경기도 성남시 수정구 시민로215번길 29,,,
성남시수정구,0108789017,교촌치킨(수진1호점),경기도 성남시 수정구 제일로 148,,,
성남시수정구,0108793076,주식회사신흥에프앤비,경기도 성남시 수정구 심곡로 54,,,
성남시수정구,0108794173,국희네공방,경기도 성남시 수정구 공원로349번길 16,,,
성남시수정구,0108795204,예손 플러스,경기도 성남시 수정구 희망로518번길 9-1,,,
성남시수정구,0108795501,부엉이분식,경기도 성남시 수정구 시민로155번길 5,,,
성남시수정구,0108796285,남한산성화로구이,경기도 성남시 수정구 산성대로 587,,,
성남시수정구,0108805581,프라오스제이,경기도 성남시 수정구 시민로175번길 27-2,,,
성남시수정구,0108807553,한성돈까스(위례점),경기도 성남시 수정구 위례광장로 12,,,
성남시수정구,0108808650,한양철거,경기도 성남시 수정구 헌릉로1026번길 5-1,,,
성남시수정구,0108812272,돈짱돈까스,경기도 성남시 수정구 수정로119번길 7-1,,,
성남시수정구,0108815580,누나홀닭,경기도 성남시 수정구 위례서일로1길 16-5,,,
성남시수정구,0108816042,라온스포츠,경기도 성남시 수정구 산성대로 331,,,
성남시수정구,0108821091,착한고기,경기도 성남시 수정구 탄리로16번길 25,,,
성남시수정구,0108823089,봉이치킨신흥동수진역점,경기도 성남시 수정구 탄리로 8,,,
성남시수정구,0108823659,주식회사 캠핑24,경기도 성남시 수정구 옛골로 10,,,
성남시수정구,0108828781,본전푸드,경기도 성남시 수정구 논골로67번길 2,,,
성남시수정구,0108834185,까치닭발,경기도 성남시 수정구 수정남로44번길 16,,,
성남시수정구,0108835299,가족사랑상조,경기도 성남시 수정구 수정로171번길 19,,,
성남시수정구,0108842311,하이소정육식당,경기도 성남시 수정구 복정로 27,,,
성남시수정구,0108842766,재경유통,경기도 성남시 수정구 대왕판교로 769,,,
성남시수정구,0108843541,이츠미트,경기도 성남시 수정구 위례서일로1길 8-24,,,
성남시수정구,0108845397,시에이치 캐롬클럽,경기도 성남시 수정구 위례광장로 320,,,
성남시수정구,0108847179,마포숯불갈비,경기도 성남시 수정구 수정북로63번길 1,,,
성남시수정구,0108849183,키즈스피치예소스학원,경기도 성남시 수정구 위례광장로 320,,,
성남시수정구,0108850074,제이브로,경기도 성남시 수정구 수정로 180,,,
성남시수정구,0108850165,베다,경기도 성남시 수정구 남문로 1,,,
성남시수정구,0108855453,남성크로커다일,경기도 성남시 수정구 수정로 129,,,
성남시수정구,0108856592,주식회사 어거스트텐,경기도 성남시 수정구 대왕판교로 815,,,
성남시수정구,0108858119,리버문,경기도 성남시 수정구 시민로142번길 9,,,
성남시수정구,0108858317,대한불교조계선종 용화사,경기도 성남시 수정구 성남대로 1218,,,
성남시수정구,0108858622,이코딩아카데미영재교육학원 주식회사,경기도 성남시 수정구 위례동로 135,,,
성남시수정구,0108858697,라오니아 광교지점,경기도 성남시 수정구 위례광장로 320,,,
성남시수정구,0108859620,개인택시,경기도 성남시 수정구 남문로111번길 16,,,
성남시수정구,0108861345,오후의디저트,경기도 성남시 수정구 위례광장로 300,,,
성남시수정구,0108862798,이석거실,경기도 성남시 수정구 위례순환로 130,,,
성남시수정구,0108864182,퍼스트오피스,경기도 성남시 수정구 논골로 87,,,
성남시수정구,0108865916,뮤토이앤엠학원,경기도 성남시 수정구 수정로 51,,,
성남시수정구,0108869694,캠프PC방 동서울대점,경기도 성남시 수정구 복정로 69,,,
성남시수정구,0108870700,오징어청춘 위례점,경기도 성남시 수정구 위례광장로 104,,,
성남시수정구,0108872284,싱글벙글왕만두,경기도 성남시 수정구 탄리로31번길 3,,,
성남시수정구,0108872672,아모레카운셀러,경기도 성남시 수정구 산성대로 373,,,
성남시수정구,0108873043,명인만두,경기도 성남시 수정구 수정로 202,,,
성남시수정구,0108880493,(주)다한교역,경기도 성남시 수정구 성남대로1375번길 18,,,
성남시수정구,0108882002,연세모두치과교정과치과의원,경기도 성남시 수정구 위례광장로 300,,,
성남시수정구,0108891482,비어앤크림픽미픽미(위례서영),경기도 성남시 수정구 위례서일로3길 4,,,
성남시수정구,0108891656,JT보드카페,경기도 성남시 수정구 시민로142번길 15,,,
성남시수정구,0108893389,펀비어킹(우남점),경기도 성남시 수정구 위례광장로 19,,,
성남시수정구,0108896903,주식회사 동진수산,경기도 성남시 수정구 대왕판교로 938,,,
성남시수정구,0108898008,여기로당구장,경기도 성남시 수정구 복정로 83,,,
성남시수정구,0108899113,왔다메 옛날통닭,경기도 성남시 수정구 산성대로225번길 6,,,
성남시수정구,0108909615,스시 먹는 오징어,경기도 성남시 수정구 수정로120번길 6,,,
성남시수정구,0108910811,중앙한우곱창,경기도 성남시 수정구 남문로19번길 2,,,
성남시수정구,0108911074,집만두,경기도 성남시 수정구 산성대로 495,,,
성남시수정구,0108912940,주식회사 스탁나우,경기도 성남시 수정구 복정로 9,,,
성남시수정구,0108913138,성남대성보일러,경기도 성남시 수정구 성남대로1390번길 12,,,
성남시수정구,0108913542,그늘집,경기도 성남시 수정구 대왕판교로 1210,,,
성남시수정구,0108917568,구구오리목황,경기도 성남시 수정구 수정남로50번길 1,,,
성남시수정구,0108917725,케이엠(KM)시스템에어컨,경기도 성남시 수정구 태평로100번길 9-1,,,
성남시수정구,0108918475,쩡이네 즉석,경기도 성남시 수정구 성남대로 1342,,,
성남시수정구,0108924614,미소,경기도 성남시 수정구 성남대로 1342,,,
성남시수정구,0108933102,크린에이드 선경점,경기도 성남시 수정구 시민로206번길 6,,,
성남시수정구,0108933177,신선과일,경기도 성남시 수정구 논골로53번길 20-6,,,
성남시수정구,0108934076,바이그리너리,경기도 성남시 수정구 복정로 162,,,
성남시수정구,0108937301,대박포차,경기도 성남시 수정구 제일로 143,,,
성남시수정구,0108939562,신세계축산,경기도 성남시 수정구 위례광장로 320,,,
성남시수정구,0108940271,수진전기,경기도 성남시 수정구 산성대로 395,,,
성남시수정구,0108944752,큐 (Q)스크린골프,경기도 성남시 수정구 여수대로 4,,,
성남시수정구,0108947078,황제능이해신탕,경기도 성남시 수정구 오야남로 3,,,
성남시수정구,0108950296,주식회사 스카이시티세븐,경기도 성남시 수정구 위례순환로 180,,,
성남시수정구,0108951906,반가쿠,경기도 성남시 수정구 위례순환로4길 14,,,
성남시수정구,0108953787,대일레더,경기도 성남시 수정구 성남대로1210번길 9,,,
성남시수정구,0108954850,브이엠(VM),경기도 성남시 수정구 위례서일로3길 14,,,
성남시수정구,0108956491,풍년떡집,경기도 성남시 수정구 대왕판교로 1329,,,
성남시수정구,0108957598,유앤댄스학원,경기도 성남시 수정구 위례광장로 320,,,
성남시수정구,0108962531,세운,경기도 성남시 수정구 헌릉로1026번길 10,,,
성남시수정구,0108963539,친구포차,경기도 성남시 수정구 제일로188번길 3,,,
성남시수정구,0108963943,옥내식당,경기도 성남시 수정구 산성대로383번길 6,,,
성남시수정구,0108976796,소풍,경기도 성남시 수정구 위례광장로 9-9,,,
성남시수정구,0108977091,후아후아,경기도 성남시 수정구 위례광장로 36,,,
성남시수정구,0108977158,명품,경기도 성남시 수정구 산성대로255번길 10-17,,,
성남시수정구,0108977745,일신정육식당,경기도 성남시 수정구 제일로124번길 10,,,
성남시수정구,0108977950,오마이뮤직,경기도 성남시 수정구 공원로367번길 18,,,
성남시수정구,0108982265,오드리햅번카페,경기도 성남시 수정구 대왕판교로 815,,,
성남시수정구,0108982307,거성기획,경기도 성남시 수정구 복정로42번길 9,,,
성남시수정구,0108982547,메가커피 위례신도시점,경기도 성남시 수정구 위례광장로 310,,,
성남시수정구,0108985243,만물설비보수,경기 성남시 수정구 태평로64번길 3-9,,,
성남시수정구,0108985888,포크문방구&밥,경기도 성남시 수정구 산성대로215번길 10-18,,,
성남시수정구,0108987306,이든골프아카데미,경기도 성남시 수정구 위례광장로 21-8,,,
성남시수정구,0108992470,이든뷰티에스테틱,경기도 성남시 수정구 위례광장로 21-8,,,
성남시수정구,0108999624,백옥양꼬치,경기도 성남시 수정구 수정남로 45,,,
성남시수정구,0109003996,나무사랑,경기도 성남시 수정구 수정로 182,,,
성남시수정구,0109004119,지현네달인각,경기도 성남시 수정구 위례서일로3길 8,,,
성남시수정구,0109005975,리김밥 제2판교테크노벨리점,경기도 성남시 수정구 대왕판교로 815,,,
성남시수정구,0109011395,라파의료기,경기도 성남시 수정구 수정로 97,,,
성남시수정구,0109018481,금성종합건축,경기도 성남시 수정구 위례광장로 311,,,
성남시수정구,0109024166,개별화물,경기도 성남시 수정구 수정로274번길 11-11,,,
성남시수정구,0109024869,아인헤어,경기도 성남시 수정구 시민로142번길 4,,,
성남시수정구,0109026492,피터팬 돈까스,경기도 성남시 수정구 산성대로405번길 6,,,
성남시수정구,0109026880,해심가든,경기도 성남시 수정구 대왕판교로 844,,,
성남시수정구,0109028480,성심의전,경기도 성남시 수정구 남문로125번길 6,,,
성남시수정구,0109031237,명석소파,경기도 성남시 수정구 심곡로75번길 4,,,
성남시수정구,0109031377,춘천3.5닭갈비,경기도 성남시 수정구 위례서일로3길 4,,,
성남시수정구,0109032474,온드림 구리남양지사,경기도 성남시 수정구 수정로257번길 6,,,
성남시수정구,0109035428,24시출장열쇠,경기도 성남시 수정구 남문로39번길 1,,,
성남시수정구,0109038372,와이엘뷰티아카데미학원,경기도 성남시 수정구 위례서일로 12,,,
성남시수정구,0109040972,3플로우,경기도 성남시 수정구 달래내로 407,,,
성남시수정구,0109040998,토프레소 위례아트리버점,경기도 성남시 수정구 위례광장로 70,,,
성남시수정구,0109046524,고양이별 작은아이,경기도 성남시 수정구 위례광장로 310,,,
성남시수정구,0109054924,수라간,경기도 성남시 수정구 수정로 286,,,
성남시수정구,0109065904,설빙 위례신도시점,경기도 성남시 수정구 위례광장로 27,,,
성남시수정구,0109067553,황제능이백숙,경기도 성남시 수정구 오야남로 3,,,
성남시수정구,0109067900,블링블링아이스크림판매점,경기도 성남시 수정구 산성대로295번길 31,,,
성남시수정구,0109069203,개똥이네주막,경기도 성남시 수정구 수정로88번길 7,,,
성남시수정구,0109070888,헤어망고플러스,경기도 성남시 수정구 위례광장로 310,,,
성남시수정구,0109074229,차이나,경기도 성남시 수정구 성남대로1416번길 13,,,
성남시수정구,0109078071,쇼쇼,경기도 성남시 수정구 위례동로 61,,,
성남시수정구,0109078220,분당순대국,경기도 성남시 수정구 대왕판교로 948,,,
성남시수정구,0109080853,오성메디칼,"경기 성남시 수정구 복정로118번길 5-11,",,,
성남시수정구,0109087155,바른컴퓨터,경기도 성남시 수정구 위례광장로 328,,,
성남시수정구,0109090035,마불로스구이,경기도 성남시 수정구 산성대로 571,,,
성남시수정구,0109092007,올가스킨,경기도 성남시 수정구 위례광장로 311,,,
성남시수정구,0109092452,에이덴치과의원,경기도 성남시 수정구 위례광장로 9-9,,,
성남시수정구,0109092510,아모레,경기도 성남시 수정구 수정로 167,,,
성남시수정구,0109093419,주식회사 엠셀,경기도 성남시 수정구 대왕판교로 815,,,
성남시수정구,0109093955,아모레,경기도 성남시 수정구 수정로 167,,,
성남시수정구,0109095737,룩수학학원,경기도 성남시 수정구 위례동로 153,,,
성남시수정구,0109100529,아모레,경기도 성남시 수정구 수정로 167,,,
성남시수정구,0109101345,황금박쥐,경기도 성남시 수정구 산성대로255번길 12,,,
성남시수정구,0109103119,스노우 베이핑(Snow vaping)전자담배,경기도 성남시 수정구 위례광장로 21-13,,,
성남시수정구,0109108043,잘빠진곱창,경기도 성남시 수정구 위례광장로 320,,,
성남시수정구,0109108506,아모레카운셀러,경기도 성남시 수정구 산성대로 223,,,
성남시수정구,0109111260,망고키친,경기도 성남시 수정구 위례광장로 21-12,,,
성남시수정구,0109123711,종합플란트치과,경기도 성남시 수정구 산성대로 259,,,
성남시수정구,0109124685,총각네옛날통닭,경기도 성남시 수정구 위례광장로 300,,,
성남시수정구,0109126680,판교양평해장국막국수,경기도 성남시 수정구 여수대로 4,,,
성남시수정구,0109141812,신흥애견,경기도 성남시 수정구 수정로 226,,,
성남시수정구,0109144782,루모스,경기도 성남시 수정구 가마절로13번길 9,,,
성남시수정구,0109147868,마이당구장 (MY당구장),경기도 성남시 수정구 수정북로 50,,,
성남시수정구,0109149534,빽다방 성남수진점,경기도 성남시 수정구 수정로 106,,,
성남시수정구,0109151969,노이필라테스(위례점),경기도 성남시 수정구 위례광장로 19,,,
성남시수정구,0109155150,베이징샤브샤브,경기도 성남시 수정구 수정남로46번길 1-1,,,
성남시수정구,0109159970,주식회사 두우기술,경기도 성남시 수정구 적푸리로35번길 7-4,,,
성남시수정구,0109164772,온누리마늘김밥,경기도 성남시 수정구 제일로 215,,,
성남시수정구,0109167916,은하수 달토끼,경기도 성남시 수정구 남문로35번길 1,,,
성남시수정구,0109170514,치킨플러스 성남수진점,경기도 성남시 수정구 수정남로30번길 14-1,,,
성남시수정구,0109170670,은하수,경기도 성남시 수정구 탄리로 94,,,
성남시수정구,0109175265,농업회사법인주식회사 쌀과고기,경기도 성남시 수정구 복정로 25-1,,,
성남시수정구,0109181339,엘에스엠씨,경기도 성남시 수정구 성남대로 1218,,,
성남시수정구,0109182188,이화루체음악학원,경기도 성남시 수정구 위례동로 61,,,
성남시수정구,0109182311,(주)커피빈코리아성남신흥점,경기도 성남시 수정구 수정로 190,,,
성남시수정구,0109182436,휴 건강아로마,경기도 성남시 수정구 시민로 138,,,
성남시수정구,0109185157,파리공방 위례점,경기도 성남시 수정구 위례광장로 300,,,
성남시수정구,0109185553,아모레카운셀러,경기도 성남시 수정구 산성대로 223,,,
성남시수정구,0109186965,육백계치킨,경기도 성남시 수정구 수정남로 167,,,
성남시수정구,0109188102,중국상점,경기도 성남시 수정구 제일로 183-1,,,
성남시수정구,0109190181,푸른태권도장,경기도 성남시 수정구 위례순환로 220,,,
성남시수정구,0109191197,오상구육성,경기도 성남시 수정구 수정남로 62-1,,,
성남시수정구,0109196972,헤어팡팡 위례점,경기도 성남시 수정구 위례동로 147,,,
성남시수정구,0109197186,펫바버샵,경기도 성남시 수정구 위례광장로 34,,,
성남시수정구,0109197319,필라테스 그릿,경기도 성남시 수정구 위례광장로 300,,,
성남시수정구,0109202283,클라이드앤,경기도 성남시 수정구 산성대로 지하204-2,,,
성남시수정구,0109202325,샤롯데헤어,경기도 성남시 수정구 남문로74번길 1,,,
성남시수정구,0109202846,아모레카운셀러,경기도 성남시 수정구 산성대로 373,,,
성남시수정구,0109203299,우주비,경기도 성남시 수정구 위례순환로 17,,,
성남시수정구,0109204867,몽화,경기도 성남시 수정구 남문로145번길 10,,,
성남시수정구,0109205708,아모레카운셀러,경기도 성남시 수정구 산성대로 373,,,
성남시수정구,0109209775,올카케어 성남점,경기도 성남시 수정구 복정로96번길 8,,,
성남시수정구,0109210468,홈앤홈케어,경기도 성남시 수정구 수정남로329번길 9-3,,,
성남시수정구,0109214890,PEI학원,경기도 성남시 수정구 위례광장로 310,,,
성남시수정구,0109215228,세비야 츄러스,경기도 성남시 수정구 수정로 201,,,
성남시수정구,0109217059,꽃돼지양푼이네,경기도 성남시 수정구 수정북로 71,,,
성남시수정구,0109218339,최강학원,경기도 성남시 수정구 공원로 360,,,
성남시수정구,0109223776,예쁜신발,경기도 성남시 수정구 논골로 11,,,
성남시수정구,0109225888,포장마차5001,경기도 성남시 수정구 탄리로 3,,,
성남시수정구,0109227371,나무집반지하,경기도 성남시 수정구 모란로 130-1,,,
성남시수정구,0109228759,산아래,경기도 성남시 수정구 여수대로56번길 1,,,
성남시수정구,0109235721,소여핸즈,경기도 성남시 수정구 남문로115번길 1,,,
성남시수정구,0109236984,행복점보,경기도 성남시 수정구 남문로5번길 9,,,
성남시수정구,0109237677,아모레카운셀러,경기도 성남시 수정구 산성대로 91,,,
성남시수정구,0109240481,명가옛날통닭,경기도 성남시 수정구 탄리로96번길 1,,,
성남시수정구,0109242164,오떡순,경기도 성남시 수정구 남문로35번길 1,,,
성남시수정구,0109249136,다온,경기도 성남시 수정구 시민로175번길 49,,,
성남시수정구,0109250480,주식회사 명가1번지,경기도 성남시 수정구 성남대로 1226,,,
성남시수정구,0109250787,실키식스(Silky Six),경기도 성남시 수정구 위례순환로4길 21,,,
성남시수정구,0109252650,다우리,경기도 성남시 수정구 수정남로 129,,,
성남시수정구,0109255364,위례24시동물의료센터,경기도 성남시 수정구 위례광장로 104,,,
성남시수정구,0109256107,삼화식당,경기도 성남시 수정구 위례서일로1길 4,,,
성남시수정구,0109260554,카페343,경기도 성남시 수정구 심곡로 42,,,
성남시수정구,0109261255,고기쟁이정육점,경기도 성남시 수정구 수정북로 44,,,
성남시수정구,0109267625,토리헤어,경기도 성남시 수정구 수정로 208,,,
성남시수정구,0109269480,주식회사메디노바,경기도 성남시 수정구 위례광장로 300,,,
성남시수정구,0109271734,가족사랑,경기 성남시 수정구 태평동,,,
성남시수정구,0109272120,슈필플라츠,경기도 성남시 수정구 위례광장로 300,,,
성남시수정구,0109278531,놀숲위례신도시점,경기도 성남시 수정구 위례광장로 322,,,
성남시수정구,0109290064,달달고기,경기도 성남시 수정구 산성대로 399,,,
성남시수정구,0109291641,명인만두 가천대점,경기도 성남시 수정구 성남대로 1342,,,
성남시수정구,0109295378,즐거운약국,경기도 성남시 수정구 위례광장로 322,,,
성남시수정구,0109304329,진명 텔레콤,경기도 성남시 수정구 수정로187번길 12-1,,,
성남시수정구,0109304469,쪼이비어,경기도 성남시 수정구 시민로206번길 2,,,
성남시수정구,0109309369,위례열린약국,경기도 성남시 수정구 위례서일로 10,,,
성남시수정구,0109311845,굽네치킨,경기도 성남시 수정구 위례서일로1길 22-6,,,
성남시수정구,0109312082,육해공푸드,경기도 성남시 수정구 수정남로 145,,,
성남시수정구,0109322552,여인의향기,경기도 성남시 수정구 수정북로13번길 2,,,
성남시수정구,0109324764,성남전자담배갤러리,경기도 성남시 수정구 위례광장로 34,,,
성남시수정구,0109326231,청년다방위례신도시점,경기도 성남시 수정구 위례광장로 310,,,
성남시수정구,0109326678,엠제이푸드,경기도 성남시 수정구 탄리로30번길 9-1,,,
성남시수정구,0109334151,뜨락,경기도 성남시 수정구 시민로175번길 10,,,
성남시수정구,0109340885,경희대퍼스트태권도장,경기도 성남시 수정구 위례광장로 310,,,
성남시수정구,0109342246,나래헤어,경기도 성남시 수정구 탄리로 109,,,
성남시수정구,0109343889,혼다라멘 가천대점,경기도 성남시 수정구 성남대로 1330,,,
성남시수정구,0109345322,제이현헤어,경기도 성남시 수정구 단대로 10,,,
성남시수정구,0109347419,책읽는루브르아뜰리에위례한빛센터미술학원,경기도 성남시 수정구 위례동로 61,,,
성남시수정구,0109351361,뮌헨아이스펌,경기도 성남시 수정구 산성대로 211,,,
성남시수정구,0109353037,카메오랩 위례센터,경기도 성남시 수정구 위례순환로4길 17,,,
성남시수정구,0109355313,팀디케이 엠엠에이,경기도 성남시 수정구 제일로 123,,,
성남시수정구,0109363671,라스트이닝,경기도 성남시 수정구 복정로118번길 12,,,
성남시수정구,0109365023,아모레 카운셀러,경기도 성남시 수정구 산성대로 223,,,
성남시수정구,0109367870,마이스터틴팀(Master tinting),경기도 성남시 수정구 복정로118번길 33,,,
성남시수정구,0109368712,소호 고시원,경기도 성남시 수정구 수정남로 145,,,
성남시수정구,0109369488,한중통신,경기도 성남시 수정구 수정남로68번길 1,,,
성남시수정구,0109370262,어라운드스터디룸위례점,경기도 성남시 수정구 위례광장로 320,,,
성남시수정구,0109373266,갤러리하우스성남점,경기도 성남시 수정구 수정로 94-1,,,
성남시수정구,0109375196,바다해물짬뽕,경기도 성남시 수정구 수정로135번길 24,,,
성남시수정구,0109375691,커피빈(상) 성남신흥점,경기도 성남시 수정구 수정로 190,,,
성남시수정구,0109376681,하카밈,경기도 성남시 수정구 위례광장로 300,,,
성남시수정구,0109377283,홍천약선,경기도 성남시 수정구 수정로456번길 102-1,,,
성남시수정구,0109377952,경원목장,경기도 성남시 수정구 수정로153번길 7,,,
성남시수정구,0109379057,강공수학학원,경기도 성남시 수정구 위례광장로 310,,,
성남시수정구,0109382283,조원,경기도 성남시 수정구 위례순환로 17,,,
성남시수정구,0109384594,엔젤라인,경기도 성남시 수정구 탄리로 56,,,
성남시수정구,0109386292,해임암,경기도 성남시 수정구 시민로 149,,,
성남시수정구,0109388397,요가길,경기도 성남시 수정구 산성대로 331,,,
성남시수정구,0109390278,개인택시,경기도 성남시 수정구 남문로140번길 3,,,
성남시수정구,0109393835,개인택시,경기도 성남시 수정구 태평로 28,,,
성남시수정구,0109393983,지오메딕스,경기도 성남시 수정구 복정로106번길 14,,,
성남시수정구,0109396416,개인택시,경기도 성남시 수정구 공원로 322,,,
성남시수정구,0109402941,스마일 당구장,경기도 성남시 수정구 수정로 198,,,
성남시수정구,0109407833,플러스바이카 골드뱅크,경기도 성남시 수정구 위례광장로 300,,,
성남시수정구,0109410563,주식회사 미트팩토리 농업회사법인,경기도 성남시 수정구 설개로 19,,,
성남시수정구,0109417576,신성식품,경기도 성남시 수정구 산성대로225번길 19-1,,,
성남시수정구,0109417956,엔젤윙스,경기도 성남시 수정구 위례광장로 21-12,,,
성남시수정구,0109420919,신 왕노가리,경기도 성남시 수정구 탄리로85번길 2-4,,,
성남시수정구,0109421610,주식회사 퀀텀인터내셔널,경기도 성남시 수정구 논골로24번길 40-1,,,
성남시수정구,0109421982,이가네명동찌개마을,경기도 성남시 수정구 복정로 91,,,
성남시수정구,0109424077,신라 주,경기도 성남시 수정구 수정남로68번길 2,,,
성남시수정구,0109425165,개인택시경기32바5892,경기 성남시 수정구 시민로235번길 9,,,
성남시수정구,0109434845,아앤스,경기도 성남시 수정구 심곡로 42,,,
성남시수정구,0109437145,아모레,경기도 성남시 수정구 수정로 167,,,
성남시수정구,0109438895,업스테어즈,경기도 성남시 수정구 산성대로255번길 8-5,,,
성남시수정구,0109442590,가마치통닭 (위례점),경기도 성남시 수정구 위례광장로 320,,,
성남시수정구,0109445197,인플라워,경기도 성남시 수정구 수정로188번길 8-1,,,
성남시수정구,0109454231,오눈아이안경,경기도 성남시 수정구 남문로7번길 2,,,
성남시수정구,0109455105,신흥축산,경기도 성남시 수정구 시민로 147,,,
성남시수정구,0109456616,블럭 앤 키즈,경기도 성남시 수정구 위례동로 147,,,
성남시수정구,0109456772,와이비엠잉글루단대캠퍼스학원,경기도 성남시 수정구 산성대로437번길 3,,,
성남시수정구,0109458026,아리스타커피 위례점,경기도 성남시 수정구 위례광장로 9-9,,,
성남시수정구,0109462762,우리냉면돈까스,경기도 성남시 수정구 시민로175번길 27-1,,,
성남시수정구,0109465732,행복한소풍,경기도 성남시 수정구 달래내로 407,,,
성남시수정구,0109472068,하루비어,경기도 성남시 수정구 산성대로 425,,,
성남시수정구,0109475749,주식회사 엠마헬스케어,경기도 성남시 수정구 산성대로 553,,,
성남시수정구,0109475954,앙버거띠 성남점,경기도 성남시 수정구 수정로 215,,,
성남시수정구,0109477513,장례119서비스,경기도 성남시 수정구 수정로312번길 11,,,
성남시수정구,0109479212,케이 에이치 SVC (K.H),경기도 성남시 수정구 논골로 87,,,
성남시수정구,0109480269,배달돼지성남2호점,경기도 성남시 수정구 산성대로157번길 30,,,
성남시수정구,0109487009,신라왕족발보쌈찌개,경기도 성남시 수정구 수정로165번길 6,,,
성남시수정구,0109487355,아모레카운셀러,경기도 성남시 수정구 산성대로 223,,,
성남시수정구,0109490466,루루앤아이래쉬위례점,경기도 성남시 수정구 위례광장로 5,,,
성남시수정구,0109492116,귀요미포토샵,경기도 성남시 수정구 탄리로131번길 16-15,,,
성남시수정구,0109492975,창조,경기도 성남시 수정구 단대로23번길 32,,,
성남시수정구,0109499095,제이미 휘트니스,경기도 성남시 수정구 위례광장로 5,,,
성남시수정구,0109499244,이동훈연세정형외과의원,경기도 성남시 수정구 위례서일로 10,,,
성남시수정구,0109501510,시소테이블,경기도 성남시 수정구 위례광장로 12,,,
성남시수정구,0109504514,렌탈사랑,경기도 성남시 수정구 시민로 192,,,
성남시수정구,0109505057,그린시스템,경기도 성남시 수정구 남문로77번길 8,,,
성남시수정구,0109505362,톤앤톤케이크,경기도 성남시 수정구 위례광장로 328,,,
성남시수정구,0109506485,삼대냉면,경기도 성남시 수정구 복정로 26,,,
성남시수정구,0109507954,세아코퍼레이션,경기도 성남시 수정구 탄리로74번길 22,,,
성남시수정구,0109508937,크래프트웍스 위례점,경기도 성남시 수정구 위례광장로 19,,,
성남시수정구,0109510412,용인대학교 체력 체형 관리센터,경기도 성남시 수정구 위례서일로 18,,,
성남시수정구,0109511105,싱싱수산,경기도 성남시 수정구 수정로135번길 12,,,
성남시수정구,0109514166,가장맛있는족발 위례중앙점,경기도 성남시 수정구 위례순환로4길 26,,,
성남시수정구,0109522060,베스트,경기도 성남시 수정구 수정북로 115,,,
성남시수정구,0109530998,가마치통닭 (위례점),경기도 성남시 수정구 위례광장로 320,,,
성남시수정구,0109532598,서림문고 유한회사,경기도 성남시 수정구 위례광장로 104,,,
성남시수정구,0109534917,제일석유상사,경기도 성남시 수정구 탄리로132번길 8,,,
성남시수정구,0109535450,차이랑 중국어 교습소,경기도 성남시 수정구 수정로111번길 23-1,,,
성남시수정구,0109536086,개인택시,경기도 성남시 수정구 제일로197번길 12-17,,,
성남시수정구,0109536946,개인택시,경기도 성남시 수정구 성남대로1237번길 7-4,,,
성남시수정구,0109538348,오징어나라(창곡점),경기도 성남시 수정구 위례광장로 21,,,
성남시수정구,0109542043,청계모사,경기도 성남시 수정구 수정북로 40,,,
성남시수정구,0109549329,주하광고,경기도 성남시 수정구 단대로23번길 32,,,
성남시수정구,0109562454,보배족발,경기도 성남시 수정구 성남대로1221번길 13,,,
성남시수정구,0109568931,해누리어린이집,경기도 성남시 수정구 시민로 209,,,
성남시수정구,0109572297,신흥당구장,경기도 성남시 수정구 탄리로8번길 12,,,
성남시수정구,0109577486,최강학원,경기도 성남시 수정구 공원로 360,,,
성남시수정구,0109579888,바른치킨 푸르지오점,경기도 성남시 수정구 산성대로405번길 5,,,
성남시수정구,0109580126,위례스마일치과,경기도 성남시 수정구 위례동로 147,,,
성남시수정구,0109594192,유진의원,경기도 성남시 수정구 복정로 91,,,
성남시수정구,0109594499,지영인테리어,경기도 성남시 수정구 대왕판교로 844,,,
성남시수정구,0109594994,아모레카운셀러,경기도 성남시 수정구 산성대로 91,,,
성남시수정구,0109596007,주식회사마을공감,경기도 성남시 수정구 남문로135번길 1,,,
성남시수정구,0109599266,대천부훠궈,경기도 성남시 수정구 수정로120번길 6,,,
성남시수정구,0109599357,지현식당,경기도 성남시 수정구 수정남로50번길 4-1,,,
성남시수정구,0109606996,수정약품 주식회사,경기도 성남시 수정구 산성대로 189,,,
성남시수정구,0109611467,글램하우스,경기도 성남시 수정구 위례광장로 9-9,,,
성남시수정구,0109614735,우수작,경기도 성남시 수정구 위례순환로4길 32,,,
성남시수정구,0109623520,어썸북카페,경기도 성남시 수정구 위례광장로 310,,,
성남시수정구,0109623587,창조인테리어,경기도 성남시 수정구 양지로 19,,,
성남시수정구,0109624197,분당출장가구수리,경기도 성남시 수정구 제일로102번길 8-3,,,
성남시수정구,0109624981,꿈의발전소,경기도 성남시 수정구 사송로46번길 20,,,
성남시수정구,0109625319,제이케이당구클럽,경기도 성남시 수정구 수정로 358,,,
성남시수정구,0109628784,늘푸른 태권도장,경기도 성남시 수정구 시민로206번길 8,,,
성남시수정구,0109630814,아모레,경기도 성남시 수정구 수정로 167,,,
성남시수정구,0109637025,아모레,경기도 성남시 수정구 수정로 167,,,
성남시수정구,0109638510,시가82,경기도 성남시 수정구 위례광장로 320,,,
